2008-1-8T21:0:0,161.179993,161.169998,161.209991,161.190002,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:1:0,161.179993,161.160004,161.199997,161.179993,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:2:0,161.190002,161.169998,161.209991,161.169998,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:3:0,161.179993,161.169998,161.209991,161.169998,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:4:0,161.160004,161.119995,161.160004,161.130005,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:5:0,161.139999,161.110001,161.139999,161.119995,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:6:0,161.110001,161.100006,161.149994,161.139999,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:7:0,161.149994,161.089996,161.149994,161.100006,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:8:0,161.110001,161.110001,161.199997,161.190002,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:9:0,161.199997,161.199997,161.230011,161.230011,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:10:0,161.239990,161.230011,161.260010,161.250000,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:11:0,161.260010,161.250000,161.290009,161.290009,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:12:0,161.300003,161.290009,161.350006,161.300003,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:13:0,161.309998,161.279999,161.330002,161.290009,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:14:0,161.300003,161.300003,161.330002,161.300003,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:15:0,161.279999,161.260010,161.300003,161.269989,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:16:0,161.279999,161.279999,161.300003,161.290009,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:17:0,161.279999,161.260010,161.279999,161.260010,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:18:0,161.250000,161.179993,161.250000,161.190002,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:19:0,161.199997,161.199997,161.239990,161.230011,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:20:0,161.220001,161.220001,161.260010,161.260010,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:21:0,161.269989,161.260010,161.279999,161.260010,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:22:0,161.269989,161.250000,161.290009,161.290009,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:23:0,161.300003,161.290009,161.309998,161.290009,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:24:0,161.300003,161.290009,161.300003,161.290009,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:25:0,161.300003,161.279999,161.300003,161.290009,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:26:0,161.300003,161.260010,161.300003,161.260010,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:27:0,161.250000,161.230011,161.290009,161.290009,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:28:0,161.279999,161.269989,161.290009,161.279999,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:29:0,161.269989,161.220001,161.269989,161.260010,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:30:0,161.269989,161.239990,161.269989,161.260010,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:31:0,161.269989,161.260010,161.269989,161.260010,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:32:0,161.269989,161.209991,161.279999,161.230011,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:33:0,161.220001,161.190002,161.230011,161.209991,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:34:0,161.220001,161.199997,161.220001,161.199997,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:35:0,161.190002,161.190002,161.220001,161.209991,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:36:0,161.199997,161.190002,161.209991,161.199997,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:37:0,161.190002,161.160004,161.190002,161.179993,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:38:0,161.190002,161.169998,161.190002,161.169998,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:39:0,161.179993,161.139999,161.179993,161.139999,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:40:0,161.130005,161.110001,161.169998,161.139999,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:41:0,161.149994,161.100006,161.149994,161.100006,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:42:0,161.110001,161.089996,161.110001,161.089996,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:43:0,161.080002,161.050003,161.100006,161.050003,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:44:0,161.040009,161.019989,161.050003,161.040009,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:45:0,161.050003,161.040009,161.050003,161.050003,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:46:0,161.040009,160.919998,161.040009,160.919998,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:47:0,160.940002,160.899994,160.949997,160.940002,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:48:0,160.929993,160.899994,160.949997,160.949997,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:49:0,160.959991,160.949997,161.000000,161.000000,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:50:0,161.010010,160.980011,161.019989,160.980011,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:51:0,160.970001,160.940002,161.000000,160.980011,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:52:0,160.959991,160.899994,160.970001,160.929993,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:53:0,160.919998,160.889999,160.970001,160.959991,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:54:0,160.970001,160.929993,160.970001,160.959991,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:55:0,160.949997,160.910004,160.980011,160.959991,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:56:0,160.949997,160.929993,160.980011,160.949997,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:57:0,160.940002,160.910004,160.940002,160.919998,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:58:0,160.910004,160.869995,160.940002,160.910004,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T21:59:0,160.899994,160.845001,160.899994,160.845001,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:0:0,160.850006,160.820007,160.860001,160.839996,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:1:0,160.850006,160.839996,160.899994,160.899994,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:2:0,160.889999,160.880005,160.910004,160.889999,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:3:0,160.899994,160.839996,160.899994,160.850006,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:4:0,160.860001,160.830002,160.860001,160.830002,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:5:0,160.839996,160.809998,160.839996,160.839996,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:6:0,160.850006,160.850006,160.929993,160.929993,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:7:0,160.919998,160.869995,160.919998,160.889999,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:8:0,160.899994,160.869995,160.899994,160.889999,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:9:0,160.869995,160.830002,160.889999,160.839996,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:10:0,160.850006,160.790009,160.860001,160.800003,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:11:0,160.790009,160.750000,160.800003,160.769989,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:12:0,160.779999,160.690002,160.779999,160.750000,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:13:0,160.760010,160.760010,160.790009,160.760010,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:14:0,160.750000,160.750000,160.800003,160.769989,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:15:0,160.760010,160.720001,160.769989,160.760010,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:16:0,160.750000,160.709991,160.800003,160.709991,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:17:0,160.705002,160.630005,160.714996,160.630005,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:18:0,160.645004,160.645004,160.709991,160.669998,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:19:0,160.660004,160.649994,160.690002,160.669998,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:20:0,160.660004,160.580002,160.660004,160.619995,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:21:0,160.630005,160.589996,160.649994,160.649994,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:22:0,160.660004,160.550003,160.660004,160.550003,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:23:0,160.559998,160.550003,160.600006,160.550003,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:24:0,160.559998,160.470001,160.559998,160.475006,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:25:0,160.459991,160.369995,160.519989,160.500000,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:26:0,160.489990,160.380005,160.489990,160.459991,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:27:0,160.440002,160.320007,160.440002,160.330002,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:28:0,160.339996,160.330002,160.429993,160.429993,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:29:0,160.419998,160.410004,160.485001,160.480011,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:30:0,160.470001,160.410004,160.489990,160.470001,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:31:0,160.480011,160.480011,160.580002,160.580002,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:32:0,160.570007,160.540009,160.600006,160.559998,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:33:0,160.570007,160.559998,160.600006,160.589996,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
2008-1-8T22:34:0,160.600006,160.589996,160.630005,160.619995,160.081497,160.558502,160.117996,161.510010,0.000000,0.000000
